,study_unique_id,study_title,study_description,description_of_the_experimental_design,start_date_of_study,end_date_of_study,contact_institution,geographic_location_country,experimental_site_name,geographic_location_lattitude,geographic_location_longitude,geographic_location_altitude,observatin_unit_description,description_of_growth_facilty
658,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,,,2001-10-20,2002-07-31,NA,,Rennes,48.106,-1.791,,NA,field
659,BTH_Le_Moulon_2006_SetA2,BTH_Le_Moulon_2006_SetA2,,,2005-10-20,2006-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
660,BTH_Orgeval_2014_SetB1,BTH_Orgeval_2014_SetB1,,,2013-10-20,2014-07-31,NA,,Orgeval,48.838,1.953,,NA,field
661,BTH_Estrées-Mons_2001_TECH,BTH_Estrées-Mons_2001_TECH,,,2000-10-20,2001-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
662,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,,,2014-10-20,2015-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
663,BTH_Clermont-Ferrand_2013_SetB1,BTH_Clermont-Ferrand_2013_SetB1,,,2012-10-20,2013-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
664,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,,,2011-10-20,2012-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
665,BTH_Dijon_2003_SetA2,BTH_Dijon_2003_SetA2,,,2002-10-20,2003-07-31,NA,,Dijon,47.277,5.094,,NA,field
666,BTH_Dijon_2009_SetB3,BTH_Dijon_2009_SetB3,,,2008-10-20,2009-07-31,NA,,Dijon,47.277,5.094,,NA,field
667,BTH_Le_Moulon_2010_SetA1,BTH_Le_Moulon_2010_SetA1,,,2009-10-20,2010-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
668,BTH_Orgeval_2013_TECH,BTH_Orgeval_2013_TECH,,,2012-10-20,2013-07-31,NA,,Orgeval,48.838,1.953,,NA,field
669,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,,,2007-10-20,2008-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
670,BTH_Rennes_2005_SetB2,BTH_Rennes_2005_SetB2,,,2004-10-20,2005-07-31,NA,,Rennes,48.106,-1.791,,NA,field
671,BTH_Estrées-Mons_2010_SetB1,BTH_Estrées-Mons_2010_SetB1,,,2009-10-20,2010-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
672,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,,,2000-10-20,2001-07-31,NA,,Rennes,48.106,-1.791,,NA,field
673,BTH_Estrées-Mons_2004_SetB2,BTH_Estrées-Mons_2004_SetB2,,,2003-10-20,2004-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
674,BTH_Rennes_2009_SetB3,BTH_Rennes_2009_SetB3,,,2008-10-20,2009-07-31,NA,,Rennes,48.106,-1.791,,NA,field
675,BTH_Estrées-Mons_2005_SetA2,BTH_Estrées-Mons_2005_SetA2,,,2004-10-20,2005-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
676,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,,,2011-10-20,2012-07-31,NA,,Rennes,48.106,-1.791,,NA,field
677,BTH_Orgeval_2002_SetB2,BTH_Orgeval_2002_SetB2,,,2001-10-20,2002-07-31,NA,,Orgeval,48.838,1.953,,NA,field
678,BTH_Dijon_2004_SetA2,BTH_Dijon_2004_SetA2,,,2003-10-20,2004-07-31,NA,,Dijon,47.277,5.094,,NA,field
679,BTH_Orgeval_2015_SetB2,BTH_Orgeval_2015_SetB2,,,2014-10-20,2015-07-31,NA,,Orgeval,48.838,1.953,,NA,field
680,BTH_Rennes_2014_SetB1,BTH_Rennes_2014_SetB1,,,2013-10-20,2014-07-31,NA,,Rennes,48.106,-1.791,,NA,field
681,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,,,2007-10-20,2008-07-31,NA,,Orgeval,48.838,1.953,,NA,field
682,BTH_Le_Moulon_2010_SetB2,BTH_Le_Moulon_2010_SetB2,,,2009-10-20,2010-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
683,BTH_Lusignan_2013_SetB2,BTH_Lusignan_2013_SetB2,,,2012-10-20,2013-07-31,NA,,Lusignan,46.4,0.07,,NA,field
684,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,,,2003-10-20,2004-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
685,BTH_Lusignan_2001_SetB2,BTH_Lusignan_2001_SetB2,,,2000-10-20,2001-07-31,NA,,Lusignan,46.4,0.07,,NA,field
686,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,,,2006-10-20,2007-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
687,BTH_Le_Moulon_2002_SetA2,BTH_Le_Moulon_2002_SetA2,,,2001-10-20,2002-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
688,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,,,2005-10-20,2006-07-31,NA,,Orgeval,48.838,1.953,,NA,field
689,BTH_Orgeval_2002_SetA2,BTH_Orgeval_2002_SetA2,,,2001-10-20,2002-07-31,NA,,Orgeval,48.838,1.953,,NA,field
690,BTH_Le_Moulon_2005_SetA1,BTH_Le_Moulon_2005_SetA1,,,2004-10-20,2005-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
691,BTH_Rennes_2008_SetA2,BTH_Rennes_2008_SetA2,,,2007-10-20,2008-07-31,NA,,Rennes,48.106,-1.791,,NA,field
692,BTH_Rennes_2000_SetB3_PIETIN-VERSE,BTH_Rennes_2000_SetB3_PIETIN-VERSE,,,1999-10-20,2000-07-31,NA,,Rennes,48.106,-1.791,,NA,field
693,BTH_Dijon_2011_TECH,BTH_Dijon_2011_TECH,,,2010-10-20,2011-07-31,NA,,Dijon,47.277,5.094,,NA,field
694,BTH_Rennes_2007_SetB1_PIETIN-VERSE,BTH_Rennes_2007_SetB1_PIETIN-VERSE,,,2006-10-20,2007-07-31,NA,,Rennes,48.106,-1.791,,NA,field
695,BTH_Lusignan_2004_SetA1,BTH_Lusignan_2004_SetA1,,,2003-10-20,2004-07-31,NA,,Lusignan,46.4,0.07,,NA,field
696,BTH_Orgeval_2002_SetB1,BTH_Orgeval_2002_SetB1,,,2001-10-20,2002-07-31,NA,,Orgeval,48.838,1.953,,NA,field
697,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,,,2010-10-20,2011-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
698,BTH_Le_Moulon_2006_SetB1,BTH_Le_Moulon_2006_SetB1,,,2005-10-20,2006-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
699,BTH_Rennes_2008_SetB3,BTH_Rennes_2008_SetB3,,,2007-10-20,2008-07-31,NA,,Rennes,48.106,-1.791,,NA,field
700,BTH_Dijon_2013_SetA1,BTH_Dijon_2013_SetA1,,,2012-10-20,2013-07-31,NA,,Dijon,47.277,5.094,,NA,field
701,BTH_Estrées-Mons_2015_SetB1,BTH_Estrées-Mons_2015_SetB1,,,2014-10-20,2015-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
702,BTH_Dijon_2001_TECH,BTH_Dijon_2001_TECH,,,2000-10-20,2001-07-31,NA,,Dijon,47.277,5.094,,NA,field
703,BTH_Le_Moulon_2011_SetB1,BTH_Le_Moulon_2011_SetB1,,,2010-10-20,2011-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
704,BTH_Rennes_2005_SetB3,BTH_Rennes_2005_SetB3,,,2004-10-20,2005-07-31,NA,,Rennes,48.106,-1.791,,NA,field
705,BTH_Chaux_des_Prés_2009_SetA1,BTH_Chaux_des_Prés_2009_SetA1,,,2008-10-20,2009-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
706,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,,,2011-10-20,2012-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
707,BTH_Dijon_2015_SetB2,BTH_Dijon_2015_SetB2,,,2014-10-20,2015-07-31,NA,,Dijon,47.277,5.094,,NA,field
708,BTH_Estrées-Mons_2014_SetB3,BTH_Estrées-Mons_2014_SetB3,,,2013-10-20,2014-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
709,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,,,2003-10-20,2004-07-31,NA,,Lusignan,46.4,0.07,,NA,field
710,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,,,2005-10-20,2006-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
711,BTH_Rennes_2001_SetB2_PIETIN-VERSE,BTH_Rennes_2001_SetB2_PIETIN-VERSE,,,2000-10-20,2001-07-31,NA,,Rennes,48.106,-1.791,,NA,field
712,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,,,2000-10-20,2001-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
713,BTH_Colmar_2001_SetA2,BTH_Colmar_2001_SetA2,,,2000-10-20,2001-07-31,NA,,Colmar,48.064,7.33,,NA,field
714,BTH_Le_Moulon_2002_SetA1,BTH_Le_Moulon_2002_SetA1,,,2001-10-20,2002-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
715,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,,,2008-10-20,2009-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
716,BTH_Le_Moulon_2013_TECH,BTH_Le_Moulon_2013_TECH,,,2012-10-20,2013-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
717,BTH_Dijon_2011_SetB3,BTH_Dijon_2011_SetB3,,,2010-10-20,2011-07-31,NA,,Dijon,47.277,5.094,,NA,field
718,BTH_Rennes_2012_TECH,BTH_Rennes_2012_TECH,,,2011-10-20,2012-07-31,NA,,Rennes,48.106,-1.791,,NA,field
719,BTH_Le_Moulon_2015_SetB2,BTH_Le_Moulon_2015_SetB2,,,2014-10-20,2015-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
720,BTH_Clermont-Ferrand_2008_SetA2,BTH_Clermont-Ferrand_2008_SetA2,,,2007-10-20,2008-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
721,BTH_Estrées-Mons_2002_SetB3,BTH_Estrées-Mons_2002_SetB3,,,2001-10-20,2002-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
722,BTH_Estrées-Mons_2005_SetB1,BTH_Estrées-Mons_2005_SetB1,,,2004-10-20,2005-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
723,BTH_Le_Moulon_2010_TECH,BTH_Le_Moulon_2010_TECH,,,2009-10-20,2010-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
724,BTH_Rennes_2005_SetB3_PIETIN-VERSE,BTH_Rennes_2005_SetB3_PIETIN-VERSE,,,2004-10-20,2005-07-31,NA,,Rennes,48.106,-1.791,,NA,field
725,BTH_Colmar_2006_SetA2,BTH_Colmar_2006_SetA2,,,2005-10-20,2006-07-31,NA,,Colmar,48.064,7.33,,NA,field
726,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,,,2010-10-20,2011-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
727,BTH_Rennes_2009_SetB1_PIETIN-VERSE,BTH_Rennes_2009_SetB1_PIETIN-VERSE,,,2008-10-20,2009-07-31,NA,,Rennes,48.106,-1.791,,NA,field
728,BTH_Rennes_2009_SetB2,BTH_Rennes_2009_SetB2,,,2008-10-20,2009-07-31,NA,,Rennes,48.106,-1.791,,NA,field
729,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,,,2010-10-20,2011-07-31,NA,,Rennes,48.106,-1.791,,NA,field
730,BTH_Dijon_2006_SetA2,BTH_Dijon_2006_SetA2,,,2005-10-20,2006-07-31,NA,,Dijon,47.277,5.094,,NA,field
731,BTH_Rennes_2013_SetA2_PIETIN-VERSE,BTH_Rennes_2013_SetA2_PIETIN-VERSE,,,2012-10-20,2013-07-31,NA,,Rennes,48.106,-1.791,,NA,field
732,BTH_Rennes_2011_SetA2_PIETIN-VERSE,BTH_Rennes_2011_SetA2_PIETIN-VERSE,,,2010-10-20,2011-07-31,NA,,Rennes,48.106,-1.791,,NA,field
733,BTH_Orgeval_2010_SetB3,BTH_Orgeval_2010_SetB3,,,2009-10-20,2010-07-31,NA,,Orgeval,48.838,1.953,,NA,field
734,BTH_Orgeval_2002_SetB3,BTH_Orgeval_2002_SetB3,,,2001-10-20,2002-07-31,NA,,Orgeval,48.838,1.953,,NA,field
735,BTH_Rennes_2012_SetA2,BTH_Rennes_2012_SetA2,,,2011-10-20,2012-07-31,NA,,Rennes,48.106,-1.791,,NA,field
736,BTH_Estrées-Mons_2004_SetA2,BTH_Estrées-Mons_2004_SetA2,,,2003-10-20,2004-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
737,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,,,2002-10-20,2003-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
738,BTH_Clermont-Ferrand_2013_SetB3,BTH_Clermont-Ferrand_2013_SetB3,,,2012-10-20,2013-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
739,BTH_Rennes_2010_SetB1,BTH_Rennes_2010_SetB1,,,2009-10-20,2010-07-31,NA,,Rennes,48.106,-1.791,,NA,field
740,BTH_Dijon_2013_SetB2,BTH_Dijon_2013_SetB2,,,2012-10-20,2013-07-31,NA,,Dijon,47.277,5.094,,NA,field
741,BTH_Champagne-céréales_2007_SetA1,BTH_Champagne-céréales_2007_SetA1,,,2006-10-20,2007-07-31,NA,France,Champagne-céréales,49.42,4.272,,NA,field
742,BTH_Orgeval_2005_TECH,BTH_Orgeval_2005_TECH,,,2004-10-20,2005-07-31,NA,,Orgeval,48.838,1.953,,NA,field
743,BTH_Chaux_des_Prés_2005_SetA1,BTH_Chaux_des_Prés_2005_SetA1,,,2004-10-20,2005-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
744,BTH_Clermont-Ferrand_2015_SetA2,BTH_Clermont-Ferrand_2015_SetA2,,,2014-10-20,2015-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
745,BTH_Dijon_2008_SetB1,BTH_Dijon_2008_SetB1,,,2007-10-20,2008-07-31,NA,,Dijon,47.277,5.094,,NA,field
746,BTH_Orgeval_2001_SetB1,BTH_Orgeval_2001_SetB1,,,2000-10-20,2001-07-31,NA,,Orgeval,48.838,1.953,,NA,field
747,BTH_Le_Moulon_2011_SetB2,BTH_Le_Moulon_2011_SetB2,,,2010-10-20,2011-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
748,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,,,2012-10-20,2013-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
749,BTH_Champagne-céréales_2008_SetA1,BTH_Champagne-céréales_2008_SetA1,,,2007-10-20,2008-07-31,NA,France,Champagne-céréales,49.42,4.272,,NA,field
750,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,,,2007-10-20,2008-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
751,BTH_Estrées-Mons_2009_SetB2,BTH_Estrées-Mons_2009_SetB2,,,2008-10-20,2009-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
752,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,,,2006-10-20,2007-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
753,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,,,2001-10-20,2002-07-31,NA,,Rennes,48.106,-1.791,,NA,field
754,BTH_Estrées-Mons_2008_SetA1,BTH_Estrées-Mons_2008_SetA1,,,2007-10-20,2008-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
755,BTH_Le_Moulon_2013_SetA2,BTH_Le_Moulon_2013_SetA2,,,2012-10-20,2013-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
756,BTH_Rennes_2013_SetB1_PIETIN-VERSE,BTH_Rennes_2013_SetB1_PIETIN-VERSE,,,2012-10-20,2013-07-31,NA,,Rennes,48.106,-1.791,,NA,field
757,BTH_Clermont-Ferrand_2013_SetB2,BTH_Clermont-Ferrand_2013_SetB2,,,2012-10-20,2013-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
758,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,,,1999-10-20,2000-07-31,NA,,Lusignan,46.4,0.07,,NA,field
759,BTH_Dijon_2012_SetB2,BTH_Dijon_2012_SetB2,,,2011-10-20,2012-07-31,NA,,Dijon,47.277,5.094,,NA,field
760,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,,,2010-10-20,2011-07-31,NA,,Lusignan,46.4,0.07,,NA,field
761,BTH_Estrées-Mons_2007_SetA2,BTH_Estrées-Mons_2007_SetA2,,,2006-10-20,2007-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
762,BTH_Chaux_des_Prés_2005_SetA2,BTH_Chaux_des_Prés_2005_SetA2,,,2004-10-20,2005-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
763,BTH_Le_Moulon_2009_SetB1,BTH_Le_Moulon_2009_SetB1,,,2008-10-20,2009-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
764,BTH_Le_Moulon_2013_SetA1,BTH_Le_Moulon_2013_SetA1,,,2012-10-20,2013-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
765,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,,,2012-10-20,2013-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
766,BTH_Colmar_2004_SetB2,BTH_Colmar_2004_SetB2,,,2003-10-20,2004-07-31,NA,,Colmar,48.064,7.33,,NA,field
767,BTH_Rennes_2014_SetB2,BTH_Rennes_2014_SetB2,,,2013-10-20,2014-07-31,NA,,Rennes,48.106,-1.791,,NA,field
768,BTH_Orgeval_2006_SetB3,BTH_Orgeval_2006_SetB3,,,2005-10-20,2006-07-31,NA,,Orgeval,48.838,1.953,,NA,field
769,BTH_Orgeval_2007_SetB2,BTH_Orgeval_2007_SetB2,,,2006-10-20,2007-07-31,NA,,Orgeval,48.838,1.953,,NA,field
770,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,,,2004-10-20,2005-07-31,NA,,Dijon,47.277,5.094,,NA,field
771,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,,,2012-10-20,2013-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
772,BTH_Dijon_2009_SetA2,BTH_Dijon_2009_SetA2,,,2008-10-20,2009-07-31,NA,,Dijon,47.277,5.094,,NA,field
773,BTH_Orgeval_2015_SetB1,BTH_Orgeval_2015_SetB1,,,2014-10-20,2015-07-31,NA,,Orgeval,48.838,1.953,,NA,field
774,BTH_Orgeval_2010_SetA2,BTH_Orgeval_2010_SetA2,,,2009-10-20,2010-07-31,NA,,Orgeval,48.838,1.953,,NA,field
775,BTH_Dijon_2002_SetA2,BTH_Dijon_2002_SetA2,,,2001-10-20,2002-07-31,NA,,Dijon,47.277,5.094,,NA,field
776,BTH_Chaux_des_Prés_2002_SetB3,BTH_Chaux_des_Prés_2002_SetB3,,,2001-10-20,2002-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
777,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,,,2004-10-20,2005-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
778,BTH_Dijon_2001_SetB3,BTH_Dijon_2001_SetB3,,,2000-10-20,2001-07-31,NA,,Dijon,47.277,5.094,,NA,field
779,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,,,2002-10-20,2003-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
780,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,,,2004-10-20,2005-07-31,NA,,Colmar,48.064,7.33,,NA,field
781,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,,,2005-10-20,2006-07-31,NA,,Rennes,48.106,-1.791,,NA,field
782,BTH_Rennes_2006_SetB1_PIETIN-VERSE,BTH_Rennes_2006_SetB1_PIETIN-VERSE,,,2005-10-20,2006-07-31,NA,,Rennes,48.106,-1.791,,NA,field
783,BTH_Clermont-Ferrand_2006_SetB2,BTH_Clermont-Ferrand_2006_SetB2,,,2005-10-20,2006-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
784,BTH_Orgeval_2004_SetA2,BTH_Orgeval_2004_SetA2,,,2003-10-20,2004-07-31,NA,,Orgeval,48.838,1.953,,NA,field
785,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,,,2010-10-20,2011-07-31,NA,,Rennes,48.106,-1.791,,NA,field
786,BTH_Le_Moulon_2012_TECH,BTH_Le_Moulon_2012_TECH,,,2011-10-20,2012-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
787,BTH_Dijon_2011_SetA2,BTH_Dijon_2011_SetA2,,,2010-10-20,2011-07-31,NA,,Dijon,47.277,5.094,,NA,field
788,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,,,2010-10-20,2011-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
789,BTH_Rennes_2013_SetB3,BTH_Rennes_2013_SetB3,,,2012-10-20,2013-07-31,NA,,Rennes,48.106,-1.791,,NA,field
790,BTH_Chaux_des_Prés_2010_SetA2,BTH_Chaux_des_Prés_2010_SetA2,,,2009-10-20,2010-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
791,BTH_Champagne-céréales_2004_SetA1,BTH_Champagne-céréales_2004_SetA1,,,2003-10-20,2004-07-31,NA,France,Champagne-céréales,49.42,4.272,,NA,field
792,BTH_Dijon_2011_SetA1,BTH_Dijon_2011_SetA1,,,2010-10-20,2011-07-31,NA,,Dijon,47.277,5.094,,NA,field
793,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,,,2012-10-20,2013-07-31,NA,,Lusignan,46.4,0.07,,NA,field
794,BTH_Colmar_2002_SetB3,BTH_Colmar_2002_SetB3,,,2001-10-20,2002-07-31,NA,,Colmar,48.064,7.33,,NA,field
795,BTH_Le_Moulon_2013_SetB1,BTH_Le_Moulon_2013_SetB1,,,2012-10-20,2013-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
796,BTH_Clermont-Ferrand_2005_SetB2,BTH_Clermont-Ferrand_2005_SetB2,,,2004-10-20,2005-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
797,BTH_Clermont-Ferrand_2005_SetB3,BTH_Clermont-Ferrand_2005_SetB3,,,2004-10-20,2005-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
798,BTH_Lusignan_2007_SetB1,BTH_Lusignan_2007_SetB1,,,2006-10-20,2007-07-31,NA,,Lusignan,46.4,0.07,,NA,field
799,BTH_Dijon_2001_SetB2,BTH_Dijon_2001_SetB2,,,2000-10-20,2001-07-31,NA,,Dijon,47.277,5.094,,NA,field
800,BTH_Epi-centre_2014_SetA1,BTH_Epi-centre_2014_SetA1,,,2013-10-20,2014-07-31,NA,France,Epi-centre,47.029,2.331,,NA,field
801,BTH_Clermont-Ferrand_2001_SetA2,BTH_Clermont-Ferrand_2001_SetA2,,,2000-10-20,2001-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
802,BTH_Lusignan_2009_SetB2,BTH_Lusignan_2009_SetB2,,,2008-10-20,2009-07-31,NA,,Lusignan,46.4,0.07,,NA,field
803,BTH_Le_Moulon_2011_SetA2,BTH_Le_Moulon_2011_SetA2,,,2010-10-20,2011-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
804,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,,,2009-10-20,2010-07-31,NA,,Lusignan,46.4,0.07,,NA,field
805,BTH_Le_Moulon_2005_SetB3,BTH_Le_Moulon_2005_SetB3,,,2004-10-20,2005-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
806,BTH_Rennes_2013_SetA1_PIETIN-VERSE,BTH_Rennes_2013_SetA1_PIETIN-VERSE,,,2012-10-20,2013-07-31,NA,,Rennes,48.106,-1.791,,NA,field
807,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,,,2013-10-20,2014-07-31,NA,,Rennes,48.106,-1.791,,NA,field
808,BTH_Dijon_2007_TECH,BTH_Dijon_2007_TECH,,,2006-10-20,2007-07-31,NA,,Dijon,47.277,5.094,,NA,field
809,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,,,2007-10-20,2008-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
810,BTH_Lusignan_2014_TECH,BTH_Lusignan_2014_TECH,,,2013-10-20,2014-07-31,NA,,Lusignan,46.4,0.07,,NA,field
811,BTH_Lusignan_2012_SetA1,BTH_Lusignan_2012_SetA1,,,2011-10-20,2012-07-31,NA,,Lusignan,46.4,0.07,,NA,field
812,BTH_Dijon_2013_TECH,BTH_Dijon_2013_TECH,,,2012-10-20,2013-07-31,NA,,Dijon,47.277,5.094,,NA,field
