"Lot Number";"Accession Number";"Accession Name";"itk";"Trial Name";"Trial Site";"X(m)";"Y(m)";"Campaign";"GDD";"rdt: Grain yield at 0% humidity ";"Date [rdt]";"r: Yield";"Date [r]";"prec: Earliness at earing";"Date [prec]";"ps: Test weight";"Date [ps]";"ht: Height";"Date [ht]";"prot: Grain protein concentration";"Date [prot]";"rb: Susceptibility to leaf rust";"Date [rb]";"sept: Septoria score";"Date [sept]";"vr: Lodging score";"Date [vr]";"rj: Yellow rust score";"Date [rj]";"oid: Powdey mildew score";"Date [oid]";"pmg: Thousand grain weight at 0% humidity";"Date [pmg]"
"AO11011";"37247";"AO11011";"traite";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"126.1";"";"105.7";"";"138";"";"83.8";"";"91";"";"11.2";"";"";"";"";"";"1";"";"";"";"";"";"48.8";""
"AO12021-1";"AO12021-1";"AO12021-1";"traite";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"123.1";"";"103.2";"";"134";"";"80.9";"";"106";"";"11.5";"";"";"";"";"";"7.5";"";"";"";"";"";"50.5";""
"RE13004";"39433";"RE13004";"faible intrant";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"102.1";"";"102.8";"";"144";"";"84.1";"";"";"";"12.3";"";"3.5";"";"4";"";"6.5";"";"1";"";"";"";"";""
"RE13086";"39437";"RE13086";"non traite fongicides";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"108.9";"";"107.7";"";"138";"";"";"";"103";"";"";"";"4";"";"3";"";"";"";"2";"";"";"";"";""
"EM13249";"EM13249";"EM13249";"non traite fongicides";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"104.9";"";"103.8";"";"142";"";"";"";"89";"";"";"";"1";"";"2.5";"";"";"";"2";"";"";"";"";""
"AREZZO";"32759";"AREZZO";"non traite fongicides";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"98.2";"";"97.1";"";"134";"";"";"";"86";"";"";"";"4";"";"4.2";"";"";"";"1.8";"";"";"";"";""
"CF13131";"CF13131";"CF13131";"traite";"BTH_Lusignan_2015_SetA2";"Lusignan";"";"";"2015";"";"76";"";"82";"";"129";"";"80.5";"";"96";"";"10.6";"";"";"";"";"";"8";"";"";"";"";"";"";""
"EM13073";"EM13073";"EM13073";"non traite fongicides";"BTH_Orgeval_2015_SetA2";"Orgeval";"";"";"2015";"";"68.2";"";"91.2";"";"";"";"63.5";"";"85";"";"";"";"5";"";"2";"";"";"";"1";"";"";"";"";""
"RE13106";"39438";"RE13106";"traite";"BTH_Orgeval_2015_SetA2";"Orgeval";"";"";"2015";"";"78.6";"";"93.2";"";"144";"";"68.2";"";"92";"";"10.1";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO14013";"AO14013";"AO14013";"traite";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"117.2";"";"101.2";"";"138";"";"83";"";"102";"";"11.5";"";"";"";"";"";"6.5";"";"";"";"";"";"";""
"Granamax";"37231";"GRANAMAX";"non traite fongicides";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"109.3";"";"119.9";"";"135";"";"80.2";"";"101";"";"";"";"1";"";"3.5";"";"1";"";"2";"";"1";"";"";""
"AO14028";"AO14028";"AO14028";"traite";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"111.9";"";"96.7";"";"137";"";"82.2";"";"102";"";"10.5";"";"";"";"";"";"1.5";"";"";"";"";"";"";""
"RE13003";"RE13003";"RE13003";"traite";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"116.6";"";"100.7";"";"136";"";"83.3";"";"128";"";"11.1";"";"";"";"";"";"1";"";"";"";"";"";"";""
"CF14072";"CF14072";"CF14072";"traite";"BTH_Estrées-Mons_2015_SetB1";"Estrées-Mons";"";"";"2015";"";"119";"";"96.5";"";"142";"";"82.9";"";"";"";"12.4";"";"";"";"";"";"5.5";"";"";"";"";"";"";""
"Barok";"32101";"BAROK";"";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";"";"";"";"";""
"Soissons";"6607";"SOISSONS";"";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"DI14007";"DI14007";"DI14007";"traite";"BTH_Clermont-Ferrand_2015_SetB3";"Clermont-Ferrand";"";"";"2015";"";"93.3";"";"98.2";"";"139";"";"80.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15011";"AO15011";"AO15011";"faible intrant";"BTH_Estrées-Mons_2015_SetB3";"Estrées-Mons";"";"";"2015";"";"111.1";"";"108.4";"";"142";"";"82.4";"";"";"";"11.8";"";"1.5";"";"6.5";"";"5.5";"";"2";"";"";"";"";""
"AO15013";"AO15013";"AO15013";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"126.6";"";"105.7";"";"138";"";"";"";"93";"";"10.4";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15017";"AO15017";"AO15017";"traite";"BTH_Orgeval_2015_SetB3";"Orgeval";"";"";"2015";"";"72.1";"";"91.1";"";"150";"";"77.1";"";"80";"";"10.3";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15015";"AO15015";"AO15015";"faible intrant";"BTH_Rennes_2015_SetB3";"Rennes";"";"";"2015";"";"93.5";"";"109.7";"";"128";"";"82.1";"";"93";"";"";"";"2";"";"4";"";"1";"";"1";"";"";"";"";""
"AO13026";"AO13026";"AO13026";"faible intrant";"BTH_Clermont-Ferrand_2015_SetA1";"Clermont-Ferrand";"";"";"2015";"";"80";"";"";"";"134";"";"80";"";"";"";"9.6";"";"3";"";"";"";"";"";"1";"";"";"";"";""
"DI13005";"39310";"DI13005";"non traite fongicides";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"104.5";"";"97.2";"";"146";"";"";"";"";"";"";"";"7";"";"5.5";"";"6";"";"3";"";"";"";"";""
"DI13003";"39308";"DI13003";"faible intrant";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"107.6";"";"107.9";"";"144";"";"82.7";"";"";"";"11.9";"";"3.5";"";"4.5";"";"4.5";"";"3";"";"";"";"";""
"AO11011";"37247";"AO11011";"non traite fongicides";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"102.9";"";"98.5";"";"142";"";"";"";"90";"";"";"";"2.2";"";"3.5";"";"1";"";"1.8";"";"";"";"";""
"CROUSTY";"13450";"CROUSTY";"traite";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"99.3";"";"78.2";"";"138";"";"";"";"104";"";"11";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO13042";"AO13042";"AO13042";"traite";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"80.4";"";"98.4";"";"148";"";"75.8";"";"88";"";"10.1";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE11058";"37839";"RE11058";"non traite fongicides";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"96";"";"102.4";"";"134";"";"79";"";"101";"";"11.4";"";"2";"";"4.5";"";"2.5";"";"2";"";"1";"";"39";""
"AO14013";"AO14013";"AO14013";"traite";"BTH_Clermont-Ferrand_2015_SetA2";"Clermont-Ferrand";"";"";"2015";"";"92.6";"";"104.2";"";"133";"";"80";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF13085";"CF13085";"CF13085";"faible intrant";"BTH_Dijon_2015_SetA2";"Dijon";"";"";"2015";"";"79.4";"";"93.7";"";"131";"";"81.3";"";"95";"";"";"";"4.5";"";"3";"";"";"";"1";"";"";"";"";""
"RE13094";"RE13094";"RE13094";"traite";"BTH_Dijon_2015_SetA2";"Dijon";"";"";"2015";"";"103.7";"";"100.3";"";"131";"";"80.6";"";"105";"";"10.8";"";"";"";"";"";"1";"";"";"";"";"";"";""
"RE13003";"RE13003";"RE13003";"faible intrant";"BTH_Dijon_2015_SetA2";"Dijon";"";"";"2015";"";"100.1";"";"118.1";"";"132";"";"81";"";"113";"";"";"";"1.5";"";"3";"";"";"";"1.5";"";"";"";"";""
"AO14017";"AO14017";"AO14017";"non traite fongicides";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"107.8";"";"106.7";"";"138";"";"";"";"104";"";"";"";"1.8";"";"3";"";"";"";"1.5";"";"";"";"";""
"RE13086";"39437";"RE13086";"traite";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"120.2";"";"97.8";"";"138";"";"";"";"102";"";"10.7";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO14014";"AO14014";"AO14014";"faible intrant";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"90.3";"";"107.3";"";"136";"";"78.8";"";"95";"";"10.8";"";"3.5";"";"4.5";"";"1";"";"2";"";"1";"";"";""
"EM13249";"EM13249";"EM13249";"faible intrant";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"97.9";"";"116.4";"";"138";"";"77.7";"";"90";"";"11";"";"1.5";"";"3.5";"";"1";"";"1";"";"1";"";"";""
"CELLULE";"36658";"CELLULE";"non traite fongicides";"BTH_Orgeval_2015_SetB1";"Orgeval";"";"";"2015";"";"72.6";"";"95.4";"";"";"";"";"";"";"";"";"";"2";"";"2.5";"";"";"";"1";"";"";"";"";""
"AO15028";"AO15028";"AO15028";"traite";"BTH_Orgeval_2015_SetB1";"Orgeval";"";"";"2015";"";"80.9";"";"98.6";"";"144";"";"75.2";"";"85";"";"11.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14300";"CF14300";"CF14300";"traite";"BTH_Dijon_2015_SetB2";"Dijon";"";"";"2015";"";"101.9";"";"97.1";"";"134";"";"82.3";"";"111";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";""
"RE14109";"RE14109";"RE14109";"faible intrant";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"91";"";"110.8";"";"140";"";"79.8";"";"96";"";"";"";"1";"";"2";"";"1";"";"2.5";"";"";"";"";""
"DI15009";"DI15009";"DI15009";"faible intrant";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"90";"";"109.5";"";"135";"";"79.2";"";"95";"";"";"";"1";"";"4.5";"";"1";"";"1";"";"";"";"";""
"CELLULE";"36658";"CELLULE";"traite";"BTH_Clermont-Ferrand_2015_SetB3";"Clermont-Ferrand";"";"";"2015";"";"92.8";"";"97.8";"";"132";"";"82.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CELLULE";"36658";"CELLULE";"traite";"BTH_Dijon_2015_SetB3";"Dijon";"";"";"2015";"";"111";"";"104.6";"";"132";"";"83.7";"";"94";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";""
"AO15003";"AO15003";"AO15003";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"115";"";"96";"";"138";"";"";"";"94";"";"11.1";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15008";"AO15008";"AO15008";"faible intrant";"BTH_Lusignan_2015_SetB3";"Lusignan";"";"";"2015";"";"75.8";"";"100.1";"";"134";"";"77";"";"102";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";""
"EM11537";"37829";"EM11537";"faible intrant";"BTH_Clermont-Ferrand_2015_SetA1";"Clermont-Ferrand";"";"";"2015";"";"80.7";"";"";"";"138";"";"77";"";"";"";"8.7";"";"1";"";"";"";"";"";"1";"";"";"";"";""
"AO13022";"AO13022";"AO13022";"faible intrant";"BTH_Clermont-Ferrand_2015_SetA1";"Clermont-Ferrand";"";"";"2015";"";"77.5";"";"";"";"135";"";"78";"";"";"";"9.3";"";"3";"";"";"";"";"";"4";"";"";"";"";""
"DI13003";"39308";"DI13003";"non traite fongicides";"BTH_Epi-centre_2015_SetA1";"Epi-centre";"";"";"2015";"";"77.59";"";"91.3";"";"";"";"75.2";"";"";"";"";"";"4";"";"3";"";"";"";"1";"";"";"";"";""
"CELLULE";"36658";"CELLULE";"traite";"BTH_Epi-centre_2015_SetA1";"Epi-centre";"";"";"2015";"";"104.3";"";"100.7";"";"128";"";"83.4";"";"96";"";"12.6";"";"";"";"";"";"";"";"";"";"";"";"47.3";""
"EM11537";"37829";"EM11537";"non traite fongicides";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"98.9";"";"92.1";"";"145";"";"";"";"";"";"";"";"6.5";"";"7";"";"6.5";"";"1.5";"";"";"";"";""
"RUBISKO";"36680";"RUBISKO";"traite";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"122.8";"";"99.6";"";"141";"";"77.1";"";"";"";"11.7";"";"";"";"";"";"3";"";"";"";"";"";"";""
"ARKEOS";"36693";"ARKEOS";"faible intrant";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"97.3";"";"99.6";"";"134";"";"";"";"92";"";"9.9";"";"2.5";"";"4.5";"";"";"";"1.5";"";"";"";"";""
"AREZZO";"32759";"AREZZO";"non traite fongicides";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"95.2";"";"91.1";"";"136";"";"";"";"91";"";"";"";"4";"";"4.5";"";"1";"";"1";"";"";"";"";""
"AO13042";"AO13042";"AO13042";"traite";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"125.2";"";"105";"";"136";"";"82.5";"";"97";"";"10.4";"";"";"";"";"";"1";"";"";"";"";"";"46.4";""
"ARKEOS";"36693";"ARKEOS";"non traite fongicides";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"96.7";"";"103.1";"";"130";"";"76.2";"";"92";"";"11.3";"";"3";"";"5.5";"";"1";"";"3.5";"";"1";"";"37.5";""
"EM13147";"EM13147";"EM13147";"traite";"BTH_Clermont-Ferrand_2015_SetA2";"Clermont-Ferrand";"";"";"2015";"";"83.1";"";"93.5";"";"132";"";"80";"";"";"";"10.1";"";"";"";"";"";"";"";"";"";"";"";"";""
"CELLULE";"36658";"CELLULE";"faible intrant";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"97.9";"";"98.6";"";"139";"";"82.7";"";"";"";"10.8";"";"8";"";"4";"";"1.5";"";"1.5";"";"";"";"";""
"RUBISKO";"36680";"RUBISKO";"non traite fongicides";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"106.9";"";"102.7";"";"140";"";"";"";"";"";"";"";"1";"";"5";"";"4.5";"";"2";"";"";"";"";""
"AO14017";"AO14017";"AO14017";"traite";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"125.6";"";"102.2";"";"140";"";"";"";"104";"";"11.4";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO14028";"AO14028";"AO14028";"traite";"BTH_Le_Moulon_2015_SetA2";"Le Moulon";"";"";"2015";"";"116.1";"";"94.4";"";"138";"";"";"";"97";"";"10.6";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE13106";"39438";"RE13106";"faible intrant";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"102.8";"";"122.2";"";"132";"";"80.3";"";"102";"";"9.9";"";"2";"";"3";"";"3.5";"";"2";"";"1";"";"";""
"DI15007";"DI15007";"DI15007";"traite";"BTH_Le_Moulon_2015_SetB2";"Le Moulon";"";"";"2015";"";"117.5";"";"96";"";"140";"";"";"";"85";"";"11.2";"";"";"";"";"";"";"";"";"";"";"";"";""
"RUBISKO";"36680";"RUBISKO";"";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";""
"AO15009";"AO15009";"AO15009";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"103.4";"";"107.8";"";"134";"";"";"";"93";"";"10.8";"";"2.2";"";"3";"";"";"";"2.2";"";"";"";"";""
"CELLULE";"36658";"CELLULE";"traite";"BTH_Orgeval_2015_SetB3";"Orgeval";"";"";"2015";"";"77.4";"";"97.8";"";"144";"";"68.4";"";"88";"";"10.6";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bermude";"TX9";"Bermude";"faible intrant";"BTH_Dijon_2015_SetA1";"Dijon";"";"";"2015";"";"78.1";"";"104.2";"";"136";"";"78.9";"";"77";"";"";"";"3.5";"";"2.5";"";"";"";"1";"";"";"";"";""
"EM12231";"39323";"EM12231";"faible intrant";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"96.4";"";"96.7";"";"140";"";"81.8";"";"";"";"11.7";"";"5";"";"4.5";"";"6";"";"1.5";"";"";"";"";""
"AO13031";"AO13031";"AO13031";"non traite fongicides";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"106.4";"";"101.8";"";"136";"";"";"";"94";"";"";"";"4";"";"3.8";"";"1";"";"2";"";"";"";"";""
"DI13002-2";"39307";"DI13002-2";"non traite fongicides";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"92.5";"";"98.7";"";"138";"";"80.2";"";"98";"";"11.6";"";"2";"";"3";"";"1";"";"4";"";"1";"";"36.7";""
"RE12080";"RE12080";"RE12080";"";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";""
"RE13005";"39434";"RE13005";"traite";"BTH_Estrées-Mons_2015_SetA2";"Estrées-Mons";"";"";"2015";"";"119.3";"";"97.7";"";"143";"";"77.5";"";"";"";"11.4";"";"";"";"";"";"7";"";"";"";"";"";"";""
"AO14035";"AO14035";"AO14035";"";"BTH_Rennes_2015_SetA2";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";""
"EM14050";"EM14050";"EM14050";"traite";"BTH_Clermont-Ferrand_2015_SetB1";"Clermont-Ferrand";"";"";"2015";"";"80";"";"92.6";"";"131";"";"79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RUBISKO";"36680";"RUBISKO";"traite";"BTH_Clermont-Ferrand_2015_SetB1";"Clermont-Ferrand";"";"";"2015";"";"85";"";"98.5";"";"132";"";"78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EM14046";"EM14046";"EM14046";"traite";"BTH_Dijon_2015_SetB2";"Dijon";"";"";"2015";"";"92.3";"";"104.2";"";"139";"";"79";"";"93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EM13013";"EM13013";"EM13013";"";"BTH_Rennes_2015_SetB1";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";""
"CELLULE";"36658";"CELLULE";"traite";"BTH_Clermont-Ferrand_2015_SetB2";"Clermont-Ferrand";"";"";"2015";"";"89.3";"";"100.4";"";"132";"";"83.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EM14073";"EM14073";"EM14073";"faible intrant";"BTH_Le_Moulon_2015_SetB2";"Le Moulon";"";"";"2015";"";"104.5";"";"109.2";"";"141";"";"";"";"88";"";"9.3";"";"1.8";"";"2.8";"";"";"";"2.2";"";"";"";"";""
"CF14300";"CF14300";"CF14300";"faible intrant";"BTH_Le_Moulon_2015_SetB2";"Le Moulon";"";"";"2015";"";"91";"";"95.1";"";"138";"";"";"";"98";"";"9.6";"";"1.5";"";"3.5";"";"";"";"1.8";"";"";"";"";""
"DI15009";"DI15009";"DI15009";"traite";"BTH_Orgeval_2015_SetB2";"Orgeval";"";"";"2015";"";"86.1";"";"103.1";"";"144";"";"67.2";"";"88";"";"10.4";"";"";"";"";"";"";"";"";"";"";"";"";""
"DI15011";"DI15011";"DI15011";"traite";"BTH_Orgeval_2015_SetB2";"Orgeval";"";"";"2015";"";"80.4";"";"96.3";"";"146";"";"75.2";"";"82";"";"10.8";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15021";"AO15021";"AO15021";"traite";"BTH_Clermont-Ferrand_2015_SetB3";"Clermont-Ferrand";"";"";"2015";"";"95.3";"";"100.4";"";"136";"";"79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15021";"AO15021";"AO15021";"faible intrant";"BTH_Estrées-Mons_2015_SetB3";"Estrées-Mons";"";"";"2015";"";"104.3";"";"101.7";"";"142";"";"81.2";"";"";"";"10.7";"";"4.5";"";"5";"";"4.5";"";"1";"";"";"";"";""
"AO15020";"AO15020";"AO15020";"faible intrant";"BTH_Estrées-Mons_2015_SetB3";"Estrées-Mons";"";"";"2015";"";"100.9";"";"98.4";"";"143";"";"80.1";"";"";"";"10.4";"";"6.5";"";"6.5";"";"2";"";"1";"";"";"";"";""
"AO15008";"AO15008";"AO15008";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"123.8";"";"103.3";"";"141";"";"";"";"100";"";"10.6";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15016";"AO15016";"AO15016";"non traite fongicides";"BTH_Orgeval_2015_SetB3";"Orgeval";"";"";"2015";"";"66.3";"";"88.5";"";"";"";"";"";"";"";"";"";"3";"";"2";"";"";"";"1";"";"";"";"";""
"AREZZO";"32759";"AREZZO";"faible intrant";"BTH_Clermont-Ferrand_2015_SetA1";"Clermont-Ferrand";"";"";"2015";"";"72";"";"";"";"132";"";"82.5";"";"";"";"9.3";"";"4";"";"";"";"";"";"1";"";"";"";"";""
"RE11058";"37839";"RE11058";"traite";"BTH_Estrées-Mons_2015_SetA1";"Estrées-Mons";"";"";"2015";"";"124.9";"";"101.3";"";"140";"";"78.8";"";"";"";"11.6";"";"";"";"";"";"3.5";"";"";"";"";"";"";""
"APACHE";"13481";"APACHE";"non traite fongicides";"BTH_Le_Moulon_2015_SetA1";"Le Moulon";"";"";"2015";"";"99.3";"";"95";"";"136";"";"";"";"95";"";"";"";"2";"";"4";"";"1";"";"2.2";"";"";"";"";""
"RE12080";"RE12080";"RE12080";"faible intrant";"BTH_Lusignan_2015_SetA1";"Lusignan";"";"";"2015";"";"79.9";"";"118.7";"";"132";"";"78.2";"";"96";"";"10.2";"";"1";"";"1";"";"1";"";"1";"";"";"";"";""
"APACHE";"13481";"APACHE";"traite";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"76.3";"";"93.3";"";"143";"";"76.5";"";"85";"";"10.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO13015";"AO13015";"AO13015";"traite";"BTH_Orgeval_2015_SetA1";"Orgeval";"";"";"2015";"";"87";"";"106.5";"";"148";"";"76.5";"";"85";"";"10.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bermude";"TX9";"Bermude";"";"BTH_Rennes_2015_SetA1";"Rennes";"";"";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"EM13073";"EM13073";"EM13073";"traite";"BTH_Dijon_2015_SetA2";"Dijon";"";"";"2015";"";"92";"";"89";"";"134";"";"80";"";"89";"";"11.3";"";"";"";"";"";"1";"";"";"";"";"";"";""
"AO14017";"AO14017";"AO14017";"traite";"BTH_Lusignan_2015_SetA2";"Lusignan";"";"";"2015";"";"94";"";"101.5";"";"134";"";"83.6";"";"99";"";"11.3";"";"";"";"";"";"2.5";"";"";"";"";"";"";""
"ATTLASS";"28926";"ATTLASS";"traite";"BTH_Orgeval_2015_SetA2";"Orgeval";"";"";"2015";"";"75.7";"";"89.8";"";"149";"";"74";"";"90";"";"11.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14015";"CF14015";"CF14015";"traite";"BTH_Dijon_2015_SetB2";"Dijon";"";"";"2015";"";"86.9";"";"98";"";"132";"";"82.4";"";"92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Gallixe";"37286";"GALLIXE";"traite";"BTH_Le_Moulon_2015_SetB1";"Le Moulon";"";"";"2015";"";"120";"";"97.1";"";"138";"";"";"";"88";"";"10.7";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14054";"CF14054";"CF14054";"traite";"BTH_Le_Moulon_2015_SetB1";"Le Moulon";"";"";"2015";"";"122.9";"";"99.5";"";"138";"";"";"";"96";"";"10.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"CF14015";"CF14015";"CF14015";"faible intrant";"BTH_Rennes_2015_SetB1";"Rennes";"";"";"2015";"";"103.5";"";"117.7";"";"132";"";"82.9";"";"102";"";"";"";"1.5";"";"2.5";"";"1";"";"1";"";"";"";"";""
"CF14312";"CF14312";"CF14312";"traite";"BTH_Clermont-Ferrand_2015_SetB2";"Clermont-Ferrand";"";"";"2015";"";"85.4";"";"96";"";"131";"";"83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Barok";"32101";"BAROK";"faible intrant";"BTH_Estrées-Mons_2015_SetB2";"Estrées-Mons";"";"";"2015";"";"88.9";"";"91.7";"";"141";"";"80.9";"";"";"";"11.2";"";"3.5";"";"4.5";"";"6.5";"";"6.5";"";"";"";"";""
"RE14095";"RE14095";"RE14095";"faible intrant";"BTH_Lusignan_2015_SetB2";"Lusignan";"";"";"2015";"";"78";"";"104.8";"";"132";"";"80.8";"";"104";"";"";"";"1";"";"1";"";"1";"";"";"";"";"";"";""
"CF14220";"CF14220";"CF14220";"traite";"BTH_Orgeval_2015_SetB2";"Orgeval";"";"";"2015";"";"78.5";"";"94";"";"148";"";"72.3";"";"85";"";"11.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"RE14090";"RE14090";"RE14090";"non traite fongicides";"BTH_Orgeval_2015_SetB2";"Orgeval";"";"";"2015";"";"78.7";"";"104.4";"";"";"";"";"";"";"";"";"";"1";"";"2";"";"";"";"1";"";"";"";"";""
"CF14324";"CF14324";"CF14324";"faible intrant";"BTH_Rennes_2015_SetB2";"Rennes";"";"";"2015";"";"89.1";"";"108.4";"";"126";"";"79.3";"";"88";"";"";"";"3.5";"";"7.5";"";"1";"";"1";"";"";"";"";""
"DI14009";"DI14009";"DI14009";"traite";"BTH_Dijon_2015_SetB3";"Dijon";"";"";"2015";"";"105.2";"";"99.2";"";"133";"";"85.2";"";"96";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";""
"EM14193";"EM14193";"EM14193";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"117.9";"";"98.4";"";"142";"";"";"";"88";"";"10.9";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15007";"AO15007";"AO15007";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"97.5";"";"101.7";"";"136";"";"";"";"86";"";"10.4";"";"1";"";"2.8";"";"";"";"2.2";"";"";"";"";""
"AO15010";"AO15010";"AO15010";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"110.5";"";"92.2";"";"138";"";"";"";"90";"";"11";"";"";"";"";"";"";"";"";"";"";"";"";""
"AO15024";"AO15024";"AO15024";"";"BTH_Le_Moulon_2015_SetB3";"Le Moulon";"";"";"2015";"";"120";"";"100.1";"";"133";"";"";"";"90";"";"11.6";"";"";"";"";"";"";"";"";"";"";"";"";""
