,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14
1463,FRI00408289,3347299,Cam13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408289,,3.0,25.0,"REPLICATE>BLOCK>PLOT:FRI00408289,REPLICATE>BLOCK:29,REPLICATE:1",rainfed,1818.7830687831,278.6635294118,"76,0005825366","82,6789937723",5.0682850918,210,250,90,"-6,67841123570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,3207water_regimewatered,3335473,Cam13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,318.3834792255,73.4300108351,75.1457599089,233.8341554316,2176.7765823448,274.5266686394,113.8598977016,,,2013,22.3268999074,21.1410623588,14.7238873074,155.591,189.447,896.826,-19.380952381,-37.3819444444,35.9967867809,36.057363095,25.4920967946,,,,,,,,,,,,,,,,
1465,3207water_regimerainfed,3335227,Cam13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,311.9946434495,74.4708413488,81.3683385819,211.6207342277,1524.2347984749,251.0954856982,96.7446732218,,,2013,22.3268999074,20.5877606741,14.6478358522,155.591,257.018,805.623,-65.9166666667,-16.2348484848,35.9967867809,35.833935931,25.1838643933,,,,,,,,,,,,,,,,
1466,FRI00406689,3348550,Cam13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406689,,16.0,25.0,"REPLICATE>BLOCK>PLOT:FRI00406689,REPLICATE>BLOCK:33,REPLICATE:2",watered,1749.1441020853,296,"69,6098426242","72,6945131971",5.1774665422,215,250,100,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,FRI00406930,3348248,Cam13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406930,,7.0,14.0,"REPLICATE>BLOCK>PLOT:FRI00406930,REPLICATE>BLOCK:15,REPLICATE:1",watered,1550.9259259259,274.4847058824,"69,6098426242","72,6945131971",4.2570544662,210,250,105,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,FRI00407771,3347828,Cam13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407771,,12.0,39.0,"REPLICATE>BLOCK>PLOT:FRI00407771,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,1330.3099017385,244.4894117647,"69,6098426242","76,0005825366",3.2524668534,200,235,100,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,FRI00407906,3347565,Cam13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407906,,7.0,34.0,"REPLICATE>BLOCK>PLOT:FRI00407906,REPLICATE>BLOCK:6,REPLICATE:2",rainfed,997.7324263039,238.7905882353,"72,6945131971","81,1066458669",2.3824911298,190,230,95,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,FRI00408225,3347418,Cam13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408225,,5.0,17.0,"REPLICATE>BLOCK>PLOT:FRI00408225,REPLICATE>BLOCK:22,REPLICATE:1",rainfed,751.3227513228,256.5176470588,"69,6098426242","76,0005825366",1.9272754435,185,220,90,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,3208water_regimewatered,3335474,Cam13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,326.7051304133,69.9960973561,73.0294181636,214.6436775879,1647.8313117457,251.7452082261,104.0081511534,,,2013,22.3050181134,21.6116876673,14.8098006969,97.042,204.618,928.684,-16.0579710145,-37.1916666667,35.5005447411,36.5456670311,25.6238296773,,,,,,,,,,,,,,,,
1472,3208water_regimerainfed,3335228,Cam13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,285.8827342808,70.8240220105,77.9007774392,191.9994768487,1014.8464363989,228.5092464942,94.0104729299,,,2013,22.3050181134,21.0485100604,14.6702454353,97.042,282.387,850.915,-68.3024691358,-15.5724637681,35.5005447411,35.9391425583,25.3062577163,,,,,,,,,,,,,,,,
1473,FRI00406586,3348644,Cam13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406586,,19.0,23.0,"REPLICATE>BLOCK>PLOT:FRI00406586,REPLICATE>BLOCK:36,REPLICATE:2",watered,2231.5592903828,293.32,"76,0005825366","77,6996082396",6.5456097106,265,290,130,"-1,69902570300",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,FRI00407081,3348076,Cam13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407081,,2.0,4.0,"REPLICATE>BLOCK>PLOT:FRI00407081,REPLICATE>BLOCK:1,REPLICATE:1",watered,2663.139329806,290.9647058824,"76,0005825366","77,6996082396",7.7487955182,260,290,120,"-1,69902570300",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,FRI00407806,3347796,Cam13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407806,,11.0,39.0,"REPLICATE>BLOCK>PLOT:FRI00407806,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,1851.8518518519,272.0752941176,"72,6945131971","79,5387303272",5.0384313725,190,230,100,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,FRI00407950,3347502,Cam13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407950,,6.0,35.0,"REPLICATE>BLOCK>PLOT:FRI00407950,REPLICATE>BLOCK:5,REPLICATE:2",rainfed,1576.7195767196,263.7882352941,"72,6945131971","79,5387303272",4.159200747,190,230,80,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,FRI00408167,3347543,Cam13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408167,,7.0,15.0,"REPLICATE>BLOCK>PLOT:FRI00408167,REPLICATE>BLOCK:24,REPLICATE:1",rainfed,1818.7830687831,275.5764705882,"71,1713602039","79,5387303272",5.0121381886,200,240,80,"-8,36737012330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,3209water_regimewatered,3335475,Cam13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,346.2697900745,76.0100414762,77.7060587411,259.29996092,2443.6324783149,287.7529301846,125.4034119721,,,2013,22.4484120549,20.7836210933,14.6702454353,157.217,189.478,850.915,-20.9891304348,-37.3605072464,36.0305152617,35.8335208398,25.3062577163,,,,,,,,,,,,,,,,
1479,3209water_regimerainfed,3335229,Cam13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,314.0245903476,72.2417933173,79.7440409517,194.9239176129,1766.5096238526,234.4408236955,86.6527623998,,,2013,22.4484120549,20.6474133038,14.6367820387,157.217,281.832,828.223,-68.6631944444,-15.8740740741,36.0305152617,35.8147223682,25.1877153656,,,,,,,,,,,,,,,,
1480,FRI00406668,3348526,Cam13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406668,,16.0,4.0,"REPLICATE>BLOCK>PLOT:FRI00406668,REPLICATE>BLOCK:6,REPLICATE:2",watered,2757.5474634298,294.68,"71,1713602039","74,3289392431",8.1259408652,250,290,120,"-3,15757903920",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,FRI00407048,3348127,Cam13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407048,,3.0,20.0,"REPLICATE>BLOCK>PLOT:FRI00407048,REPLICATE>BLOCK:20,REPLICATE:1",watered,2400.7936507937,273.8823529412,"74,3289392431","76,0005825366",6.5753501401,260,300,140,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,FRI00407687,3347932,Cam13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407687,,15.0,46.0,"REPLICATE>BLOCK>PLOT:FRI00407687,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,2255.291005291,275.0870588235,"72,6945131971","79,5387303272",6.2040136944,210,240,90,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,FRI00408009,3347371,Cam13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408009,,4.0,32.0,"REPLICATE>BLOCK>PLOT:FRI00408009,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,1987.4338624339,277.3082352941,"72,6945131971","79,5387303272",5.5113177716,200,240,100,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,FRI00408178,3347556,Cam13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408178,,7.0,26.0,"REPLICATE>BLOCK>PLOT:FRI00408178,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,2299.823633157,261.9176470588,"72,6945131971","81,1066458669",6.0236439465,190,230,90,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,3210water_regimewatered,3335476,Cam13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,333.0662758395,72.9151182052,75.3793559641,256.2946068043,2551.2279650686,295.826188798,130.3155124712,,,2013,22.4431305115,21.2588783229,14.7238873074,124.743,189.447,896.826,-18.5543478261,-37.3819444444,35.9894873869,36.0871372724,25.4920967946,,,,,,,,,,,,,,,,
1486,3210water_regimerainfed,3335230,Cam13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,315.130867424,72.8954897294,80.2547662974,200.80446421,2170.5788023085,236.8196208609,93.8655243082,,,2013,22.4431305115,20.7896081224,14.6367820387,124.743,258.05,828.223,-67.9070512821,-15.8740740741,35.9894873869,35.8597257348,25.1877153656,,,,,,,,,,,,,,,,
1487,FRI00408210,3347401,Cam13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408210,,5.0,2.0,"REPLICATE>BLOCK>PLOT:FRI00408210,REPLICATE>BLOCK:4,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1140.873015873,277.4588235294,"74,3289392431","85,7655068481",3.1654528478,200,240,105,"-11,43656760500",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,FRI00406660,3348559,Cam13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406660,,17.0,5.0,"REPLICATE>BLOCK>PLOT:FRI00406660,REPLICATE>BLOCK:7,REPLICATE:2",watered,1393.2980599647,265.0235294118,"72,6945131971","74,3289392431",3.6925676937,270,310,130,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,FRI00407011,3348157,Cam13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407011,,4.0,18.0,"REPLICATE>BLOCK>PLOT:FRI00407011,REPLICATE>BLOCK:21,REPLICATE:1",watered,1658.8857765328,304.36,"74,3289392431","76,0005825366",5.0489847495,250,290,140,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,FRI00407773,3347830,Cam13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407773,,12.0,41.0,"REPLICATE>BLOCK>PLOT:FRI00407773,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,906.5255731922,271.3411764706,"74,3289392431","85,7655068481",2.4597771553,195,240,110,"-11,43656760500",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,FRI00407990,3347393,Cam13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407990,,4.0,51.0,"REPLICATE>BLOCK>PLOT:FRI00407990,REPLICATE>BLOCK:30,REPLICATE:2",rainfed,1372.1340388007,261.7411764706,"72,6945131971","81,1066458669",3.5914397759,180,225,100,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,3211water_regimewatered,3335477,Cam13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,321.1426581475,73.7745641534,75.192038499,260.1106158868,1540.4179327219,300.1036859351,135.3864997064,,,2013,22.367496997,20.8416862771,14.7873802649,193.981,189.447,896.826,-20.0175438596,-37.3819444444,36.1953305019,35.8317996883,25.61959216,,,,,,,,,,,,,,,,
1493,3211water_regimerainfed,3335231,Cam13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,306.5393482289,73.7228011214,84.289493119,193.0303933925,1142.1523256511,235.9974367966,104.6624737432,,,2013,22.367496997,20.0695828752,14.577216672,193.981,323.259,763.014,-59.8566666667,-17,36.1953305019,35.5540756571,24.9488496367,,,,,,,,,,,,,,,,
1494,FRI00406713,3348498,Cam13,127606,https://doi.org/10.15454/HDJP0L,N16_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406713,,15.0,8.0,"REPLICATE>BLOCK>PLOT:FRI00406713,REPLICATE>BLOCK:14,REPLICATE:2",watered,1762.5661375661,285.1764705882,"71,1713602039","72,6945131971",5.0264239029,250,290,120,"-1,52315299320",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,FRI00406854,3348336,Cam13,127606,https://doi.org/10.15454/HDJP0L,N16_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406854,,10.0,7.0,"REPLICATE>BLOCK>PLOT:FRI00406854,REPLICATE>BLOCK:9,REPLICATE:1",watered,948.8536155203,268.0941176471,"74,3289392431","76,0005825366",2.5438207283,240,280,130,"-1,67164329350",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,FRI00407568,3348068,Cam13,127606,https://doi.org/10.15454/HDJP0L,N16_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407568,,19.0,53.0,"REPLICATE>BLOCK>PLOT:FRI00407568,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,1682.5396825397,254.8941176471,"77,6996082396","85,7655068481",4.2886946779,205,245,110,"-8,06589860850",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,FRI00408042,3347269,Cam13,127606,https://doi.org/10.15454/HDJP0L,N16_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408042,,2.0,55.0,"REPLICATE>BLOCK>PLOT:FRI00408042,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,888.1330309902,252.0988235294,"72,6945131971","81,1066458669",2.2389729225,190,220,90,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,FRI00408074,3347745,Cam13,127606,https://doi.org/10.15454/HDJP0L,N16_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408074,,10.0,23.0,"REPLICATE>BLOCK>PLOT:FRI00408074,REPLICATE>BLOCK:36,REPLICATE:1",rainfed,1474.4268077601,262.5882352941,"76,0005825366","82,6789937723",3.8716713352,220,250,110,"-6,67841123570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,3212water_regimewatered,3335478,Cam13,127606,https://doi.org/10.15454/HDJP0L,N16_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,307.6311302062,72.5525182882,74.2477283094,247.369684617,1358.5129526664,287.0458359299,125.4221875015,,,2013,22.3268999074,21.4114081597,14.7981389703,155.591,204.817,905.238,-18.6541666667,-37.3112244898,35.9967867809,36.542777238,25.6278817972,,,,,,,,,,,,,,,,
1500,3212water_regimerainfed,3335232,Cam13,127606,https://doi.org/10.15454/HDJP0L,N16_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,293.9930000252,75.2083391706,83.0384850882,204.9339037529,1342.848638463,238.1957800544,103.5209247975,,,2013,22.3268999074,20.5507537788,14.5871316382,155.591,277.505,785.136,-63.3814102564,-16.6124031008,35.9967867809,35.8355115098,25.0534858983,,,,,,,,,,,,,,,,
1501,FRI00406631,3348612,Cam13,127607,https://doi.org/10.15454/7CWQV7,N192_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406631,,18.0,23.0,"REPLICATE>BLOCK>PLOT:FRI00406631,REPLICATE>BLOCK:35,REPLICATE:2",watered,2205.6878306878,273.4682352941,"72,6945131971","74,3289392431",6.0318555867,260,300,130,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,FRI00406965,3348209,Cam13,127607,https://doi.org/10.15454/7CWQV7,N192_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406965,,6.0,8.0,"REPLICATE>BLOCK>PLOT:FRI00406965,REPLICATE>BLOCK:14,REPLICATE:1",watered,1696.2340491752,300.8,"72,6945131971","74,3289392431",5.1022720199,240,280,110,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,FRI00407683,3347936,Cam13,127607,https://doi.org/10.15454/7CWQV7,N192_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407683,,15.0,50.0,"REPLICATE>BLOCK>PLOT:FRI00407683,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,1689.3424036281,251.7364705882,"71,1713602039","77,6996082396",4.252690943,280,220,80,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,FRI00407992,3347390,Cam13,127607,https://doi.org/10.15454/7CWQV7,N192_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407992,,4.0,49.0,"REPLICATE>BLOCK>PLOT:FRI00407992,REPLICATE>BLOCK:21,REPLICATE:2",rainfed,1369.0476190476,275.7270588235,"76,0005825366","84,1900312481",3.7748347339,200,240,90,"-8,18944871150",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,FRI00408270,3347277,Cam13,127607,https://doi.org/10.15454/7CWQV7,N192_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408270,,3.0,6.0,"REPLICATE>BLOCK>PLOT:FRI00408270,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,1576.7195767196,271.2352941176,"71,1713602039","79,5387303272",4.2766199813,190,225,90,"-8,36737012330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,3213water_regimewatered,3335479,Cam13,127607,https://doi.org/10.15454/7CWQV7,N192_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,329.7286164145,72.6792369678,74.2959467496,248.1287754326,1948.0830496558,288.8897314366,120.0252893043,,,2013,22.3746296717,21.5854508521,14.7352385325,84.056,204.817,905.238,-16.0533333333,-37.3112244898,35.4319915948,36.5482945098,25.501725822,,,,,,,,,,,,,,,,
1507,3213water_regimerainfed,3335233,Cam13,127607,https://doi.org/10.15454/7CWQV7,N192_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,300.5511281617,72.5435670484,80.347167034,203.1185848035,1514.32205971,248.0264667976,86.3156268135,,,2013,22.3746296717,20.870070832,14.6478358522,84.056,304.432,805.623,-62.4861111111,-16.2348484848,35.4319915948,35.9566738753,25.1838643933,,,,,,,,,,,,,,,,
1508,FRI00406793,3348413,Cam13,127608,https://doi.org/10.15454/67FHQJ,N22_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406793,,12.0,17.0,"REPLICATE>BLOCK>PLOT:FRI00406793,REPLICATE>BLOCK:20,REPLICATE:2",watered,1359.126984127,276.8188235294,"72,6945131971","74,3289392431",3.7623193277,240,275,110,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,FRI00406929,3348247,Cam13,127608,https://doi.org/10.15454/67FHQJ,N22_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406929,,7.0,13.0,"REPLICATE>BLOCK>PLOT:FRI00406929,REPLICATE>BLOCK:15,REPLICATE:1",watered,1391.223155929,296.12,"72,6945131971","76,0005825366",4.1196900093,230,270,120,"-3,30606933950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,FRI00407590,3348043,Cam13,127608,https://doi.org/10.15454/67FHQJ,N22_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407590,,19.0,31.0,"REPLICATE>BLOCK>PLOT:FRI00407590,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,956.450956451,235.4988235294,"72,6945131971","79,5387303272",2.2524307501,205,240,105,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,FRI00407899,3347625,Cam13,127608,https://doi.org/10.15454/67FHQJ,N22_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407899,,8.0,30.0,"REPLICATE>BLOCK>PLOT:FRI00407899,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,1107.3318216175,241.3270588235,"72,6945131971","79,5387303272",2.6722913165,190,230,110,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,FRI00408258,3347342,Cam13,127608,https://doi.org/10.15454/67FHQJ,N22_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408258,,4.0,7.0,"REPLICATE>BLOCK>PLOT:FRI00408258,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,1413.4542705971,246.4658823529,"74,3289392431","81,1066458669",3.4836825397,200,240,110,"-6,77770662380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,3214water_regimewatered,3335480,Cam13,127608,https://doi.org/10.15454/67FHQJ,N22_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,330.781095932,72.718048051,75.3192196474,235.0769699134,1378.6872232133,273.0492339466,115.580846256,,,2013,22.4577879383,21.1923899912,14.7238873074,142.516,189.447,896.826,-18.9810606061,-37.3819444444,36.0733457977,36.0191527306,25.4920967946,,,,,,,,,,,,,,,,
1514,3214water_regimerainfed,3335234,Cam13,127608,https://doi.org/10.15454/67FHQJ,N22_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,272.0935765934,73.229229652,79.968436198,198.3114369919,1194.9122053283,237.3708271464,108.2798579397,,,2013,22.4577879383,20.7123275825,14.7015056344,142.516,258.05,828.223,-68.4633333333,-15.8740740741,36.0733457977,35.7908028765,25.3161405486,,,,,,,,,,,,,,,,
1515,FRI00406618,3348597,Cam13,127609,https://doi.org/10.15454/68UAOE,NK764_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406618,,18.0,10.0,"REPLICATE>BLOCK>PLOT:FRI00406618,REPLICATE>BLOCK:17,REPLICATE:2",watered,1422.3467164644,300.88,"71,1713602039","74,3289392431",4.2795568005,260,300,130,"-3,15757903920",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,FRI00406845,3348347,Cam13,127609,https://doi.org/10.15454/68UAOE,NK764_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406845,,10.0,16.0,"REPLICATE>BLOCK>PLOT:FRI00406845,REPLICATE>BLOCK:27,REPLICATE:1",watered,1960.9788359788,286.4564705882,"71,1713602039","74,3289392431",5.6173507625,240,280,115,"-3,15757903920",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,FRI00407775,3347832,Cam13,127609,https://doi.org/10.15454/68UAOE,NK764_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407775,,12.0,43.0,"REPLICATE>BLOCK>PLOT:FRI00407775,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,1164.0211640212,270.2470588235,"72,6945131971","79,5387303272",3.1457329599,170,210,80,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,FRI00407887,3347638,Cam13,127609,https://doi.org/10.15454/68UAOE,NK764_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407887,,8.0,42.0,"REPLICATE>BLOCK>PLOT:FRI00407887,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,716.3207163207,232.3482352941,"72,6945131971","81,1066458669",1.6643585434,175,210,90,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,FRI00408177,3347555,Cam13,127609,https://doi.org/10.15454/68UAOE,NK764_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408177,,7.0,25.0,"REPLICATE>BLOCK>PLOT:FRI00408177,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,1431.8783068783,277.6470588235,"72,6945131971","79,5387303272",3.975568005,165,205,80,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,3215water_regimewatered,3335481,Cam13,127609,https://doi.org/10.15454/68UAOE,NK764_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,331.6616304759,71.3079236861,74.3247469055,249.7140893776,1720.2678579368,290.1285037664,121.3849467465,,,2013,22.4739849093,21.5669875657,14.7981389703,72.758,204.817,905.238,-15.4358974359,-37.3112244898,35.3252582465,36.533671994,25.6278817972,,,,,,,,,,,,,,,,
1521,3215water_regimerainfed,3335235,Cam13,127609,https://doi.org/10.15454/68UAOE,NK764_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,293.135595519,72.9309457302,80.166538693,170.787489825,1103.0914306903,208.7182802568,84.1890119683,,,2013,22.4739849093,20.9350477602,14.7015056344,72.758,258.05,828.223,-63.2666666667,-15.8740740741,35.3252582465,35.9524421306,25.3161405486,,,,,,,,,,,,,,,,
