,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,L9,L11,L13,W9,W11,W13,L8,W8,L15,W15
1036,1146,3342233,Mar13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1146.0,,2.0,31.0,"REPLICATE>BLOCK>PLOT:1146,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,2399.8522864328,293,"64,6062487951","66,1421419741",7.0315671992,217,252,91,"-1,53589317900",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,525,3342245,Mar13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,525.0,,3.0,7.0,"REPLICATE>BLOCK>PLOT:525,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,2944.375657574,293,"63,2119003379","67,6265019604",8.6270206767,229,255,104,"-4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,217,3343191,Mar13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,217.0,,7.0,21.0,"REPLICATE>BLOCK>PLOT:217,REPLICATE>BLOCK:31,REPLICATE:1",watered,3473.8962124366,307,"70,3112532024","68,9775284053",10.6648613722,240,270,110,"1,33372479710",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,3144water_regimewatered,3339723,Mar13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,324.4826317031,69.5802497601,69.6510830026,243.2205130396,3323.6602023796,273.9423749701,112.332881613,,,2013,17.3491183575,17.4914351852,17.1111809269,206.799,239.446,1210.993,-110.8057330622,-93.8334133558,32.353323651,33.5688643362,31.222069674,,,,,,,,,,,,,,,,,
1040,3144water_regimerainfed,3339477,Mar13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,293.8162038193,63.8219681843,67.034882388,219.3495822316,2685.9106474869,251.5535270523,96.2567506653,,,2013,17.3491183575,17.3472222222,17.5244980104,206.799,283.455,1262.005,-181.3606708642,-168.9413374944,32.353323651,33.4353285591,31.7986263337,,,,,,,,,,,,,,,,,
1041,361,3343397,Mar13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,361.0,,16.0,11.0,"REPLICATE>BLOCK>PLOT:361,REPLICATE>BLOCK:16,REPLICATE:2",watered,4351.3662022937,316,"71,6416376017","71,6416376017",13.7503171992,248,278,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,71,3343264,Mar13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,71.0,,11.0,1.0,"REPLICATE>BLOCK>PLOT:71,REPLICATE>BLOCK:11,REPLICATE:1",watered,3747.953314891,318,"70,3112532024","73,0115533369",11.9184915414,253,280,114,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,989,3342973,Mar13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,989.0,,22.0,20.0,"REPLICATE>BLOCK>PLOT:989,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2880.7009299565,247,"68,9775284053","73,0115533369",7.115331297,208,239,104,"-4,03402493160",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1141,3342197,Mar13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1141.0,,1.0,35.0,"REPLICATE>BLOCK>PLOT:1141,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,1909.3843984962,250,"70,3112532024","71,6416376017",4.7734609962,213,242,106,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,546,3342358,Mar13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,546.0,,6.0,1.0,"REPLICATE>BLOCK>PLOT:546,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,3556.1465787964,249,"67,6265019604","71,6416376017",8.8548049812,211,241,106,"-4,01513564130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,3145water_regimewatered,3339724,Mar13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,316.7372777568,70.8049853388,72.2815274368,250.6931310003,3978.1554925656,278.4457065805,112.6495435797,,,2013,17.3197101449,17.5651709402,16.5486349607,189.636,238.341,1199.06,-107.2256256248,-94.9980633243,32.3321347715,33.7028870335,30.938950204,,,,,,,,,,,,,,,,,
1047,3145water_regimerainfed,3339478,Mar13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,249.5640416045,68.9141372672,71.9515811771,210.7924535719,2838.5053159916,240.6772561437,105.3327820422,,,2013,17.3197101449,17.5651709402,16.5486349607,189.636,292.64,1185.169,-184.327991334,-167.2929686522,32.3321347715,33.7028870335,30.938950204,,,,,,,,,,,,,,,,,
1048,595,3342172,Mar13,127540,https://doi.org/10.15454/DU6APM,F752_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,595.0,,1.0,14.0,"REPLICATE>BLOCK>PLOT:595,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2754.2121126862,314,"71,6416376017","74,4159683044",8.6482260338,192,226,85,"-2,77433070270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,373,3343443,Mar13,127540,https://doi.org/10.15454/DU6APM,F752_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,373.0,,18.0,13.0,"REPLICATE>BLOCK>PLOT:373,REPLICATE>BLOCK:18,REPLICATE:2",watered,3802.5325261684,306,"70,3112532024","71,6416376017",11.6357495301,270,299,131,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,43,3343168,Mar13,127540,https://doi.org/10.15454/DU6APM,F752_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,43.0,,7.0,1.0,"REPLICATE>BLOCK>PLOT:43,REPLICATE>BLOCK:7,REPLICATE:1",watered,3335.6649821275,305,"71,6416376017","70,3112532024",10.1737781955,270,305,120,"1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,955,3342818,Mar13,127540,https://doi.org/10.15454/DU6APM,F752_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,955.0,,17.0,17.0,"REPLICATE>BLOCK>PLOT:955,REPLICATE>BLOCK:29,REPLICATE:2",rainfed,1889.5564804869,315,"73,0115533369","73,0115533369",5.9521029135,204,230,87,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,1047,3342386,Mar13,127540,https://doi.org/10.15454/DU6APM,F752_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1047.0,,6.0,25.0,"REPLICATE>BLOCK>PLOT:1047,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,3190.8932425702,317,"71,6416376017","74,4159683044",10.1151315789,188,222,79,"-2,77433070270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,3146water_regimewatered,3339725,Mar13,127540,https://doi.org/10.15454/DU6APM,F752_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,306.1337394947,70.898156796,70.9719876337,270.4852885538,3518.2596431686,302.4910670088,125.9508453889,,,2013,17.1684111111,17.6304232804,16.7807617845,269.346,212.517,1238.775,-113.8798237213,-93.7203413598,32.3226149075,33.641747763,31.1176476499,,,,,,,,,,,,,,,,,
1054,3146water_regimerainfed,3339479,Mar13,127540,https://doi.org/10.15454/DU6APM,F752_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,316.3165138584,71.8756717594,73.7886973015,194.7795536548,2689.5669650051,226.1041120167,83.6192494682,,,2013,17.1684111111,17.8137681159,16.3131972503,269.346,236.666,1173.688,-195.3234440226,-166.0575356181,32.3226149075,33.9236665607,30.7507029932,,,,,,,,,,,,,,,,,
1055,3147water_regimewatered,3339726,Mar13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,328.1188249726,63.1683555483,67.6100247585,234.6999073484,2505.0945124907,267.5408907237,112.5211880893,,,2013,17.1897979798,17.5002222222,17.5050609031,157.038,307.835,1248.114,-107.3045269795,-94.8521318956,32.0927142449,33.6744348519,31.6608951613,,,,,,,,,,,,,,,,,
1056,3147water_regimerainfed,3339480,Mar13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,294.9891188529,61.8919873001,62.3034868739,180.3144354019,2004.5223442363,210.7693607074,79.4162780173,,,2013,17.1897979798,16.9732323232,18.4063399621,157.038,234.615,1335.225,-167.1511774774,-171.9018520655,32.0927142449,33.3374746404,32.4682113964,,,,,,,,,,,,,,,,,
1057,468,3343479,Mar13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,468.0,,19.0,20.0,"REPLICATE>BLOCK>PLOT:468,REPLICATE>BLOCK:31,REPLICATE:2",watered,2618.1961497781,327,"63,2119003379","67,6265019604",8.5615014098,231,266,117,"-4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,69,3343262,Mar13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,69.0,,10.0,2.0,"REPLICATE>BLOCK>PLOT:69,REPLICATE>BLOCK:10,REPLICATE:1",watered,2388.9055023923,330,"63,2119003379","67,6265019604",7.8833881579,238,269,109,"-4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,827,3342975,Mar13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,827.0,,23.0,1.0,"REPLICATE>BLOCK>PLOT:827,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,2228.9602559912,299,"61,8704482889","63,2119003379",6.6645911654,181,210,82,"-1,34145204900",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,1224,3342677,Mar13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1224.0,,13.0,34.0,"REPLICATE>BLOCK>PLOT:1224,REPLICATE>BLOCK:31,REPLICATE:3",rainfed,1549.0531650071,296,"63,2119003379","61,8704482889",4.5851973684,179,211,75,"1,34145204900",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,697,3342298,Mar13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,697.0,,4.0,18.0,"REPLICATE>BLOCK>PLOT:697,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,2054.6543335379,294,"60,6154467353","61,8704482889",6.0406837406,181,212,81,"-1,25500155360",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,3148water_regimewatered,3339727,Mar13,127542,https://doi.org/10.15454/VQ9W36,F888_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,316.4458775954,67.0023326536,72.3567916743,260.0660050317,3046.256751787,292.446368384,111.2663258206,,,2013,17.3491183575,17.5362222222,16.5486349607,206.799,316.879,1199.06,-108.2783986776,-94.9980633243,32.353323651,33.6719994286,30.938950204,,,,,,,,,,,,,,,,,
1063,3148water_regimerainfed,3339481,Mar13,127542,https://doi.org/10.15454/VQ9W36,F888_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,320.3578048845,67.7609544636,69.4588001666,239.3820353676,2514.6355346973,269.8641788942,103.6540569642,,,2013,17.3491183575,17.495410628,17.1194329004,206.799,240.343,1237.466,-183.1915499524,-168.9549203715,32.353323651,33.4911593622,31.3401842187,,,,,,,,,,,,,,,,,
1064,291,3343453,Mar13,127542,https://doi.org/10.15454/VQ9W36,F888_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,291.0,,18.0,4.0,"REPLICATE>BLOCK>PLOT:291,REPLICATE>BLOCK:6,REPLICATE:2",watered,2841.0300870848,316,"66,1421419741","73,0115533369",8.9776550752,257,289,109,"-6,86941136280",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,110,3343109,Mar13,127542,https://doi.org/10.15454/VQ9W36,F888_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,110.0,,4.0,10.0,"REPLICATE>BLOCK>PLOT:110,REPLICATE>BLOCK:16,REPLICATE:1",watered,3166.8166583913,318,"67,6265019604","71,6416376017",10.0704769737,263,295,114,"-4,01513564130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,799,3342879,Mar13,127542,https://doi.org/10.15454/VQ9W36,F888_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,799.0,,19.0,1.0,"REPLICATE>BLOCK>PLOT:799,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,2373.4140037594,316,"68,9775284053","68,9775284053",7.4999882519,241,270,105,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1073,3342548,Mar13,127542,https://doi.org/10.15454/VQ9W36,F888_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1073.0,,10.0,27.0,"REPLICATE>BLOCK>PLOT:1073,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,3105.0865712418,322,"66,1421419741","68,9775284053",9.9983787594,241,274,101,"-2,83538643120",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,526,3342285,Mar13,127542,https://doi.org/10.15454/VQ9W36,F888_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,526.0,,4.0,7.0,"REPLICATE>BLOCK>PLOT:526,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,2768.4078359962,320,"67,6265019604","70,3112532024",8.8589050752,237,265,105,"-2,68475124200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,405,3343543,Mar13,127543,https://doi.org/10.15454/TML7FA,F908_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,405.0,,22.0,9.0,"REPLICATE>BLOCK>PLOT:405,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,4525.7140776295,271,"64,6062487951","68,9775284053",12.2646851504,261,296,117,"-4,37127961020",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,898,3342937,Mar13,127543,https://doi.org/10.15454/TML7FA,F908_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,898.0,,21.0,9.0,"REPLICATE>BLOCK>PLOT:898,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2141.9182004238,259,"61,8704482889","68,9775284053",5.5475681391,226,259,99,"-7,10708011640",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,3149water_regimewatered,3339728,Mar13,127543,https://doi.org/10.15454/TML7FA,F908_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,280.4409617258,65.3103549613,68.3375384885,260.6338767539,3743.0722259965,291.402650452,118.1497038884,,,2013,17.2521376812,17.5113636364,17.2951381462,226.16,288.463,1251.357,-114.6739622475,-92.73495014,32.3074397376,33.4597674094,31.4035171712,,,,,,,,,,,,,,,,,
1072,3149water_regimerainfed,3339482,Mar13,127543,https://doi.org/10.15454/TML7FA,F908_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,256.4913349051,62.3296218711,68.4625164377,228.6579404024,2506.0984099628,258.1446307771,97.7309305773,,,2013,17.2521376812,17.5113636364,17.2951381462,226.16,332.374,1223.575,-185.7002265097,-168.3603952321,32.3074397376,33.4597674094,31.4035171712,,,,,,,,,,,,,,,,,
1073,171,3343043,Mar13,127543,https://doi.org/10.15454/TML7FA,F908_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,171.0,,1.0,17.0,"REPLICATE>BLOCK>PLOT:171,REPLICATE>BLOCK:25,REPLICATE:1",watered,2589.7637412497,290,"66,1421419741","67,6265019604",7.5103148496,260,286,119,"-1,48435998630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,1111,3342748,Mar13,127543,https://doi.org/10.15454/TML7FA,F908_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1111.0,,15.0,26.0,"REPLICATE>BLOCK>PLOT:1111,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,2060.0420729558,256,"61,8704482889","68,9775284053",5.2737077068,226,256,102,"-7,10708011640",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,617,3342326,Mar13,127543,https://doi.org/10.15454/TML7FA,F908_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,617.0,,5.0,8.0,"REPLICATE>BLOCK>PLOT:617,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2911.8542205122,256,"63,2119003379","67,6265019604",7.4543468045,233,259,92,"-4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,319,3343549,Mar13,127544,https://doi.org/10.15454/VSJSVC,F922_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,319.0,,22.0,4.0,"REPLICATE>BLOCK>PLOT:319,REPLICATE>BLOCK:10,REPLICATE:2",watered,3627.9787724807,273,"67,6265019604","63,2119003379",9.9043820489,251,282,105,"4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,251,3343294,Mar13,127544,https://doi.org/10.15454/VSJSVC,F922_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,251.0,,12.0,16.0,"REPLICATE>BLOCK>PLOT:251,REPLICATE>BLOCK:36,REPLICATE:1",watered,4858.8014663041,271,"67,6265019604","63,2119003379",13.1673519737,251,286,110,"4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,969,3342898,Mar13,127544,https://doi.org/10.15454/VSJSVC,F922_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,969.0,,19.0,17.0,"REPLICATE>BLOCK>PLOT:969,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,3932.0115954443,237,"67,6265019604","71,6416376017",9.3188674812,234,267,104,"-4,01513564130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,1054,3342426,Mar13,127544,https://doi.org/10.15454/VSJSVC,F922_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1054.0,,7.0,25.0,"REPLICATE>BLOCK>PLOT:1054,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,3620.3576568374,256,"66,1421419741","68,9775284053",9.2681156015,231,260,109,"-2,83538643120",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,580,3342564,Mar13,127544,https://doi.org/10.15454/VSJSVC,F922_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,580.0,,11.0,6.0,"REPLICATE>BLOCK>PLOT:580,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,3341.7844491035,260,"67,6265019604","70,3112532024",8.6886395677,240,269,111,"-2,68475124200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,3150water_regimewatered,3339729,Mar13,127544,https://doi.org/10.15454/VSJSVC,F922_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,272.1853515276,67.6940086425,63.1853224743,251.2379847293,4317.2694748702,284.4996761353,107.7797229592,,,2013,17.2268171296,16.691503268,18.2956795225,249.226,142.584,1363.007,-108.1043679873,-98.6198862044,32.4289390289,32.8079761199,32.4016655698,,,,,,,,,,,,,,,,,
1082,3150water_regimerainfed,3339483,Mar13,127544,https://doi.org/10.15454/VSJSVC,F922_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,251.5062594021,67.1867280084,70.395569311,234.8012028602,3352.7164731726,265.1427406146,107.6992486831,,,2013,17.2268171296,17.5457070707,16.9531991342,249.226,291.055,1210.993,-189.7580293765,-167.8591520174,32.4289390289,33.465797228,31.1753947275,,,,,,,,,,,,,,,,,
1083,648,3342490,Mar13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,648.0,,9.0,11.0,"REPLICATE>BLOCK>PLOT:648,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,3175.0426413255,270,"63,2119003379","67,6265019604",8.5726151316,230,265,120,"-4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,303,3343499,Mar13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,303.0,,20.0,6.0,"REPLICATE>BLOCK>PLOT:303,REPLICATE>BLOCK:8,REPLICATE:2",watered,2367.4554537028,292,"68,9775284053","66,1421419741",6.9129699248,277,303,130,"2,83538643120",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,106,3343104,Mar13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,106.0,,4.0,14.0,"REPLICATE>BLOCK>PLOT:106,REPLICATE>BLOCK:16,REPLICATE:1",watered,3436.5043965847,295,"68,9775284053","66,1421419741",10.1376879699,278,306,140,"2,83538643120",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,999,3342996,Mar13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,999.0,,23.0,19.0,"REPLICATE>BLOCK>PLOT:999,REPLICATE>BLOCK:35,REPLICATE:2",rainfed,2327.6705915733,265,"63,2119003379","68,9775284053",6.1683270677,237,264,123,"-5,76562806740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,1139,3342195,Mar13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1139.0,,1.0,33.0,"REPLICATE>BLOCK>PLOT:1139,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,1803.8193928497,253,"64,6062487951","70,3112532024",4.5636630639,240,270,125,"-5,70500440730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,3151water_regimerainfed,3339484,Mar13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,262.6485209807,63.5325470134,69.0291572822,235.623793325,2381.5280511577,266.583745702,122.7448953592,,,2013,17.1797883598,17.6254273504,17.1194329004,155.222,307.994,1251.357,-175.006843673,-168.9549203715,31.9919301858,33.7146272434,31.3401842187,,,,,,,,,,,,,,,,,
1089,3151water_regimewatered,3339730,Mar13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,293.9189244511,68.9012566199,66.1044582707,276.2267396049,2903.8528836773,303.9744005075,134.37079679,,,2013,17.1797883598,17.4715277778,17.5440389186,155.222,193.208,1298.492,-105.3356631903,-96.8342769973,31.9919301858,33.7315405724,31.8134872521,,,,,,,,,,,,,,,,,
1090,400,3343537,Mar13,127546,https://doi.org/10.15454/FLADQ9,F218_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,400.0,,22.0,14.0,"REPLICATE>BLOCK>PLOT:400,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,3663.3228321626,304,"59,361480481","63,2119003379",11.1365014098,243,278,105,"-3,85041985690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,3152water_regimewatered,3339731,Mar13,127546,https://doi.org/10.15454/FLADQ9,F218_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,302.0507625947,60.0285303547,62.5675236774,240.6920210147,3156.3183322706,275.0313666991,101.7332738521,,,2013,17.2716161616,16.8671957672,18.4063399621,171.078,281.49,1349.116,-103.3445707485,-98.3184643568,32.175278563,33.2094689336,32.4682113964,,,,,,,,,,,,,,,,,
1092,3152water_regimerainfed,3339485,Mar13,127546,https://doi.org/10.15454/FLADQ9,F218_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,291.2233551925,61.1721857264,61.3903432884,207.26374371,2160.7273174409,237.9814793718,84.1812198759,,,2013,17.2716161616,16.6727777778,18.5288147096,171.078,238.143,1356.026,-168.043348159,-172.8592380313,32.175278563,33.0071524849,32.8712955672,,,,,,,,,,,,,,,,,
1093,249,3343292,Mar13,127546,https://doi.org/10.15454/FLADQ9,F218_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,249.0,,12.0,18.0,"REPLICATE>BLOCK>PLOT:249,REPLICATE>BLOCK:36,REPLICATE:1",watered,2548.9583333333,300,"60,6154467353","61,8704482889",7.646875,240,275,100,"-1,25500155360",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,776,3342725,Mar13,127546,https://doi.org/10.15454/FLADQ9,F218_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,776.0,,15.0,6.0,"REPLICATE>BLOCK>PLOT:776,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,2019.477319169,287,"60,6154467353","60,6154467353",5.795899906,210,240,84,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,1084,3342588,Mar13,127546,https://doi.org/10.15454/FLADQ9,F218_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1084.0,,11.0,27.0,"REPLICATE>BLOCK>PLOT:1084,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,2465.4162236399,297,"61,8704482889","63,2119003379",7.3222861842,208,238,79,"-1,34145204900",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,541,3342364,Mar13,127546,https://doi.org/10.15454/FLADQ9,F218_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,541.0,,6.0,6.0,"REPLICATE>BLOCK>PLOT:541,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,2209.1850720551,288,"60,6154467353","60,6154467353",6.3624530075,203,236,89,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
